step,simulated_time_sec,dopamine_level,toxicity,control_signal_u,friction_delay_applied
256,7134.359738325869,1.0,0.8568107964474124,0.6420124270331853,1.605031067582963
257,7162.61817400173,1.0,0.7860152306175627,0.5898885481057128,0.0
258,7181.56172956506,0.9043056815041778,0.7053210657200528,0.54656337999451,0.0
259,7189.99697690218,0.6687457539921505,0.7726870902613564,0.5643660695222282,0.0
260,7195.53755507386,1.0,0.7898341697595821,0.603322480594751,0.0
261,7203.624491701437,1.0,0.6946114604811504,0.6338616349081169,0.0
262,7210.558133426566,1.0,0.6559389297627344,0.6832288521489086,0.0
263,7312.899230457748,0.9043056815041778,0.7309201785539895,0.7429051581999714,1.8572628954999284
264,7330.067540560797,0.6687457539921505,0.7193346993319756,0.7742763737158256,1.935690934289564
265,7340.321285286524,0.49454613924203666,0.8353950948251484,0.8114794030066347,2.028698507516587
266,7362.528240830318,0.3657232698363789,0.8150683154648031,0.8384305410899354,2.0960763527248387
267,7383.25378897496,0.2704570908283893,0.8019444865209885,0.8097719271289411,2.0244298178223525
268,7393.43547404025,0.20000651862289462,0.752139013932269,0.7139237080289605,1.7848092700724014
269,7407.719684271139,0.147907408783868,0.7973178908178309,0.5854337023963592,1.4635842559908978
270,7444.935534403822,1.0,0.7722167815834532,0.3850032262808386,0.9625080657020966
271,7454.712897564386,0.9043056815041778,0.26489885892450254,0.5943772628586808,1.4859431571467019
272,7467.509013115846,0.6687457539921505,0.8784484013636575,0.7860181685987699,1.9650454214969248
273,7526.915247462871,0.49454613924203666,0.7726017378603811,0.8597284341363352,2.149321085340838
274,7544.219958239079,0.3657232698363789,0.7184161875878127,0.8077350550099167,2.019337637524792
275,7557.3863314504515,0.2704570908283893,0.6959564197149765,0.6869914884932681,1.7174787212331701
276,7574.370526878446,0.6955000507204114,0.8093928065312875,0.5622271314487407,1.4055678286218518
277,7593.682165888515,0.9043056815041778,0.5561778508873515,0.8381727667485751,2.095431916871438
278,7628.169408349626,0.6687457539921505,0.8297099573066546,0.9192620516177332,2.298155129044333
279,7654.593666996231,0.7789264610979606,0.8240614973248345,0.8832781763601661,2.208195440900415
280,7664.672889508287,0.9043056815041778,0.7942875700191318,0.8595721836273038,2.1489304590682594
281,7686.758479618038,0.893222598402317,0.7464048815390638,0.7925064672510382,1.9812661681275956
282,7725.45963918656,1.0,0.7272117962638472,0.7575598865428022,1.8938997163570055
283,7757.206659379749,0.9043056815041778,0.27642733664449753,0.6940363406317763,1.7350908515794408
284,7769.829746031453,0.8373662890315192,0.7739253666283927,0.6578643737052113,0.0
285,7775.533032232045,1.0,0.8472412499648679,0.6256930620966809,0.0
286,7789.5787658758045,1.0,0.8383844604904487,0.57542734648756,0.0
287,7803.5841761419315,0.9043056815041778,0.4635448414086002,0.5510729505942179,0.0
288,7809.828595501149,1.0,0.8029457412024232,0.5934334474416725,0.0
289,7814.973888575016,1.0,0.33351663671569937,0.644979809797678,0.0
